ts_local,ts_server,slug,condition_id,inventory_yes,inventory_no,net_inventory,gross_inventory,cash,inventory_value,mark_to_market_pnl,yes_mid,no_mid,yes_fair_value,no_fair_value,yes_bid_quote,yes_ask_quote,no_bid_quote,no_ask_quote,fill_count_yes_buy,fill_count_yes_sell,fill_count_no_buy,fill_count_no_sell,total_fills,seconds_to_window_end,position_bias,crowd_activity,crowd_signal,realized_on_roll
2026-04-20T18:43:26.802378+00:00,2026-04-20T18:43:26.286948+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.775000000000002,-25.99054500000003,0.985,0.015,0.931551,0.068449,0.975,0.99,0.01,0.073554,58,39,57,40,194,93.71305203437805,0.6,4964.52,-0.5104944687502517,0.0
2026-04-20T18:43:27.609195+00:00,2026-04-20T18:43:27.034565+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.775000000000002,-25.99054500000003,0.985,0.015,0.92759,0.07241,0.975,0.99,0.01,0.080103,58,39,57,40,194,92.96543502807617,0.6,4223.52,-0.7691120073750958,0.0
2026-04-20T18:43:28.220581+00:00,2026-04-20T18:43:28.037088+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.933891,0.066109,0.965,0.985,0.015,0.069249,58,39,57,40,194,91.96291208267212,0.6,1090.9,0.19834773932948865,0.0
2026-04-20T18:43:29.994452+00:00,2026-04-20T18:43:30.304183+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.937038,0.062962,0.965,0.985,0.015,0.058616,58,39,57,40,194,89.69581699371338,0.6,1166.8,0.4346760370243401,0.0
2026-04-20T18:43:30.593786+00:00,2026-04-20T18:43:30.032528+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.937735,0.062265,0.965,0.985,0.015,0.05736,58,39,57,40,194,89.96747207641602,0.6,1243.12,0.4899150558998174,0.0
2026-04-20T18:43:31.273138+00:00,2026-04-20T18:43:31.033552+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.927644,0.072356,0.965,0.985,0.015,0.073886,58,39,57,40,194,88.96644806861877,0.6,1400.0,-0.153670090733445,0.0
2026-04-20T18:43:32.100083+00:00,2026-04-20T18:43:32.258786+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.936981,0.063019,0.965,0.985,0.015,0.058373,58,39,57,40,194,87.74121403694153,0.6,1209.04,0.45062688546488355,0.0
2026-04-20T18:43:32.956216+00:00,2026-04-20T18:43:32.035408+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.93574,0.06426,0.965,0.985,0.015,0.060289,58,39,57,40,194,87.96459197998047,0.6,1378.15,0.39009845219548794,0.0
2026-04-20T18:43:33.556784+00:00,2026-04-20T18:43:33.030507+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.932856,0.067144,0.965,0.985,0.015,0.06481,58,39,57,40,194,86.96949291229248,0.6,1599.55,0.23614579678543154,0.0
2026-04-20T18:43:34.236809+00:00,2026-04-20T18:43:34.035136+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.931026,0.068974,0.965,0.985,0.015,0.067807,58,39,57,40,194,85.96486401557922,0.6,1581.3899999999999,0.11882288598401024,0.0
2026-04-20T18:43:34.915306+00:00,2026-04-20T18:43:34.036405+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.9284,0.0716,0.965,0.985,0.015,0.072585,58,39,57,40,194,85.96359491348267,0.6,1284.31,-0.09825168470314603,0.0
2026-04-20T18:43:35.546988+00:00,2026-04-20T18:43:35.064788+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.933545,0.066455,0.965,0.985,0.015,0.064345,58,39,57,40,194,84.93521189689636,0.6,895.51,0.19696763615344093,0.0
2026-04-20T18:43:36.515504+00:00,2026-04-20T18:43:36.274249+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.919411,0.080589,0.965,0.985,0.015,0.087619,58,39,57,40,194,83.72575092315674,0.6,1131.85,-0.7032821790556947,0.0
2026-04-20T18:43:37.379443+00:00,2026-04-20T18:43:37.031498+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.921308,0.078692,0.965,0.985,0.015,0.084339,58,39,57,40,194,82.96850204467773,0.6,1188.49,-0.5634441310514533,0.0
2026-04-20T18:43:38.065144+00:00,2026-04-20T18:43:38.038220+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.929207,0.070793,0.965,0.985,0.015,0.071264,58,39,57,40,194,81.96178007125854,0.6,1029.9099999999999,-0.052309671491409686,0.0
2026-04-20T18:43:38.665603+00:00,2026-04-20T18:43:38.033918+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.929204,0.070796,0.965,0.985,0.015,0.071433,58,39,57,40,194,81.96608209609985,0.6,1082.22,-0.04506518984519557,0.0
2026-04-20T18:43:39.269777+00:00,2026-04-20T18:43:39.033719+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.929827,0.070173,0.965,0.985,0.015,0.070126,58,39,57,40,194,80.96628093719482,0.6,1057.8899999999999,-2.825338542046963e-05,0.0
2026-04-20T18:43:39.888515+00:00,2026-04-20T18:43:39.033165+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.919487,0.080513,0.965,0.985,0.015,0.086039,58,39,57,40,194,80.96683502197266,0.6,3218.73,-0.5545954513558231,0.0
2026-04-20T18:43:40.497842+00:00,2026-04-20T18:43:40.034275+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.916673,0.083327,0.965,0.985,0.015,0.090701,58,39,57,40,194,79.96572494506836,0.6,2921.38,-0.734896193772541,0.0
2026-04-20T18:43:41.326507+00:00,2026-04-20T18:43:41.033834+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.917049,0.082951,0.965,0.985,0.015,0.090068,58,39,57,40,194,78.9661660194397,0.6,2816.21,-0.7024723734466316,0.0
2026-04-20T18:43:41.950987+00:00,2026-04-20T18:43:41.041444+00:00,btc-updown-5m-1776710400,0x51fe67fee386c4788c9f40975fd87ea782b9a24ffa51a2c860b5afcab95c3316,30.0,15.0,15.0,45.0,-55.76554500000003,29.625,-26.14054500000003,0.975,0.025,0.914597,0.085403,0.965,0.985,0.015,0.094062,58,39,57,40,194,78.95855593681335,0.6,2401.22,-0.8659015000707974,0.0
