ts_local,ts_server,slug,condition_id,inventory_yes,inventory_no,net_inventory,gross_inventory,cash,inventory_value,mark_to_market_pnl,yes_mid,no_mid,yes_fair_value,no_fair_value,yes_bid_quote,yes_ask_quote,no_bid_quote,no_ask_quote,fill_count_yes_buy,fill_count_yes_sell,fill_count_no_buy,fill_count_no_sell,total_fills,seconds_to_window_end,position_bias,crowd_activity,crowd_signal,realized_on_roll,action_name,policy_name,epsilon,state_slug,state_condition_id,state_yes_mid,state_no_mid,state_yes_spread,state_no_spread,state_yes_imbalance,state_no_imbalance,state_yes_mid_return_1s,state_no_mid_return_1s,state_seconds_to_window_end,state_net_inventory,state_gross_inventory,state_position_bias,state_crowd_signal,state_crowd_activity,state_mark_to_market_pnl,state_fill_count,state_key,action_index
2026-04-20T18:58:18.672087+00:00,2026-04-20T18:58:18.041941+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-5.875,-5.7760050000000005,0.635,0.365,0.70905,0.29095,0.625,,,0.375,1,4,4,2,11,101.9580590724945,-1.0,757.5799999999999,0.2311422373630211,0.0,neutral,q_learning,0.173810599109052,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.635,0.365,0.01,0.01,0.22338419769224965,-0.13858083882264652,0.0,0.0,101.9580590724945,-25.0,25.0,-1.0,0.2311422373630211,757.5799999999999,-5.7760050000000005,11,12|0|0|-4|1|0|1,1
2026-04-20T18:58:19.433817+00:00,2026-04-20T18:58:19.078464+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-5.875,-5.7760050000000005,0.635,0.365,0.705341,0.294659,0.625,,,0.375,1,4,4,2,11,100.92153596878052,-1.0,1085.405,0.8158055546791113,0.0,lean_no,q_learning,0.17294154611350673,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.635,0.365,0.01,0.01,0.8463220365453693,-0.8975513159386912,0.0,0.0,100.92153596878052,-25.0,25.0,-1.0,0.8158055546791113,1085.405,-5.7760050000000005,11,12|0|2|-4|1|0|1,0
2026-04-20T18:58:20.075669+00:00,2026-04-20T18:58:20.035192+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-5.875,-5.7760050000000005,0.635,0.365,0.708368,0.291632,0.625,,,0.375,1,4,4,2,11,99.96480798721313,-1.0,1374.44,0.9292247295591879,0.0,lean_no,q_learning,0.1720768383829392,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.635,0.365,0.01,0.01,0.9429579752517644,-0.9445942457187113,0.0,0.0,99.96480798721313,-25.0,25.0,-1.0,0.9292247295591879,1374.44,-5.7760050000000005,11,12|0|2|-4|1|0|2,0
2026-04-20T18:58:20.723498+00:00,2026-04-20T18:58:20.047599+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-6.375000000000002,-6.276005000000002,0.655,0.345,0.716401,0.283599,0.645,,,0.355,1,4,4,2,11,99.95240092277527,-1.0,1295.85,0.2201067089608574,0.0,lean_no,q_learning,0.1712164541910245,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.655,0.345,0.01,0.01,0.22269481406329267,-0.23989773724577407,0.03149606299212593,-0.0547945205479452,99.95240092277527,-25.0,25.0,-1.0,0.2201067089608574,1295.85,-6.276005000000002,11,13|0|0|-4|1|1|2,0
2026-04-20T18:58:21.433072+00:00,2026-04-20T18:58:21.099856+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-6.625000000000002,-6.526005000000002,0.665,0.335,0.732331,0.267669,0.655,,,0.345,1,4,4,2,11,98.90014410018921,-1.0,1137.49,0.601038587576614,0.0,lean_no,q_learning,0.17036037192006936,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.665,0.335,0.01,0.01,0.6252810836273787,-0.5985633158530964,0.01526717557251911,-0.02898550724637672,98.90014410018921,-25.0,25.0,-1.0,0.601038587576614,1137.49,-6.526005000000002,11,13|0|1|-4|1|1|1,0
2026-04-20T18:58:22.343593+00:00,2026-04-20T18:58:22.084696+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-6.875,-6.7760050000000005,0.675,0.325,0.723171,0.276829,0.665,,,0.335,1,4,4,2,11,97.91530394554138,-1.0,310.42,-0.3985386544964524,0.0,lean_no,q_learning,0.16950857006046902,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.675,0.325,0.01,0.01,-0.3432248599626567,0.38620216876480123,0.03053435114503822,-0.05797101449275355,97.91530394554138,-25.0,25.0,-1.0,-0.3985386544964524,310.42,-6.7760050000000005,11,13|0|-1|-4|1|1|0,0
2026-04-20T18:58:23.074317+00:00,2026-04-20T18:58:23.047068+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-6.875,-6.7760050000000005,0.675,0.325,0.722794,0.277206,0.665,,,0.335,1,4,4,2,11,96.95293188095093,-1.0,1052.49,-0.5860818211944219,0.0,lean_no,q_learning,0.16866102721016668,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.675,0.325,0.01,0.01,-0.5785336099034846,0.5999008759138001,0.015037593984962516,-0.02985074626865669,96.95293188095093,-25.0,25.0,-1.0,-0.5860818211944219,1052.49,-6.7760050000000005,11,13|0|-1|-4|1|1|1,0
2026-04-20T18:58:23.755849+00:00,2026-04-20T18:58:23.045765+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-6.875,-6.7760050000000005,0.675,0.325,0.717574,0.282426,0.665,,,0.335,1,4,4,2,11,96.9542350769043,-1.0,1074.25,-0.9069593258962194,0.0,lean_no,q_learning,0.16781772207411585,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.675,0.325,0.01,0.01,-0.9415100292990759,0.937570363242723,0.015037593984962516,-0.02985074626865669,96.9542350769043,-25.0,25.0,-1.0,-0.9069593258962194,1074.25,-6.7760050000000005,11,13|0|-2|-4|1|1|1,0
2026-04-20T18:58:24.428061+00:00,2026-04-20T18:58:24.062782+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-6.875,-6.7760050000000005,0.675,0.325,0.719407,0.280593,0.665,,,0.335,1,4,4,2,11,95.93721795082092,-1.0,1339.56,-0.8621313430861265,0.0,lean_no,q_learning,0.16697863346374528,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.675,0.325,0.01,0.01,-0.8496973721944667,0.8529164143390988,0.0,0.0,95.93721795082092,-25.0,25.0,-1.0,-0.8621313430861265,1339.56,-6.7760050000000005,11,13|0|-2|-4|1|0|2,0
2026-04-20T18:58:25.151950+00:00,2026-04-20T18:58:25.036190+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-6.875,-6.7760050000000005,0.675,0.325,0.775292,0.224708,0.665,,,0.335,1,4,4,2,11,94.96380996704102,-1.0,644.62,0.8418292947783189,0.0,lean_yes,q_learning,0.16614374029642656,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.675,0.325,0.01,0.01,0.8418292947783189,-0.8418292947783189,0.0,0.0,94.96380996704102,-25.0,25.0,-1.0,0.8418292947783189,644.62,-6.7760050000000005,11,13|0|2|-4|1|0|1,2
2026-04-20T18:58:25.784566+00:00,2026-04-20T18:58:25.052194+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-6.875,-6.7760050000000005,0.675,0.325,0.746931,0.253069,0.665,,,0.335,1,4,4,2,11,94.94780588150024,-1.0,332.99,1.0063104864318997,0.0,lean_no,q_learning,0.16531302159494443,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.675,0.325,0.01,0.01,0.8407801771320529,-0.7575941216574503,0.0,0.0,94.94780588150024,-25.0,25.0,-1.0,1.0063104864318997,332.99,-6.7760050000000005,11,13|0|2|-4|1|0|0,0
2026-04-20T18:58:26.423948+00:00,2026-04-20T18:58:26.044780+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-15.0,10.0,-25.0,25.0,0.0989949999999995,-6.625000000000002,-6.526005000000002,0.665,0.335,0.723044,0.276956,0.655,,,0.345,1,4,4,2,11,93.95521998405457,-1.0,201.415,0.18212333468782815,0.0,lean_no,q_learning,0.16448645648696972,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.665,0.335,0.01,0.03,-0.5569938667646477,0.5920032639738882,-0.014814814814814836,0.030769230769230882,93.95521998405457,-25.0,25.0,-1.0,0.18212333468782815,201.415,-6.526005000000002,11,13|1|0|-4|1|-1|0,0
2026-04-20T18:58:27.289937+00:00,2026-04-20T18:58:27.240980+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,5.0,-15.0,15.0,-1.451005000000001,-4.5,-5.951005000000001,0.635,0.37,0.67416,0.33084,0.643245,0.65,0.35,0.361755,2,4,4,3,13,92.75902009010315,-0.6,115.0,0.7391304347826086,0.0,lean_no,q_learning,0.16366402420453488,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.635,0.37,0.03,0.03,0.7391304347826086,-0.7391304347826086,-0.045112781954887216,0.10447761194029836,92.75902009010315,-15.0,15.0,-0.6,0.7391304347826086,115.0,-5.951005000000001,13,12|1|1|-2|1|-1|0,0
2026-04-20T18:58:27.952720+00:00,2026-04-20T18:58:27.037406+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-5.0,0.0,-5.0,5.0,-2.858455000000001,-3.125,-5.983455000000001,0.625,0.375,0.629206,0.370794,0.615,0.635,0.365,0.404369,3,4,4,4,15,92.9625940322876,-0.2,379.14,0.3055010799374764,0.0,lean_no,q_learning,0.1628457040835122,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.625,0.375,0.01,0.01,0.3701171875,-0.29627348321527563,-0.07407407407407418,0.15384615384615374,92.9625940322876,-5.0,5.0,-0.2,0.3055010799374764,379.14,-5.983455000000001,15,12|0|1|-1|1|-1|0,0
2026-04-20T18:58:28.579314+00:00,2026-04-20T18:58:28.045995+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-5.0,0.0,-5.0,5.0,-2.858455000000001,-3.125,-5.983455000000001,0.625,0.375,0.621815,0.378185,0.62,0.63,0.37,0.38,3,4,4,4,15,91.95400500297546,-0.2,285.72,-0.14055369781413143,0.0,lean_no,q_learning,0.16203147556309463,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.625,0.375,0.01,0.01,-0.06962993878686705,0.22407720484643562,0.0,0.0,91.95400500297546,-5.0,5.0,-0.2,-0.14055369781413143,285.72,-5.983455000000001,15,12|0|0|-1|1|0|0,0
2026-04-20T18:58:29.203619+00:00,2026-04-20T18:58:29.043730+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,5.0,-15.0,15.0,-1.5584550000000013,-4.5249999999999995,-6.083455000000001,0.635,0.365,0.68731,0.31269,0.625,0.706542,0.355,0.375,3,5,5,4,17,90.95626997947693,-0.6,1192.29,0.9732112153922283,0.0,aggressive,q_learning,0.16122131818527916,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.635,0.365,0.01,0.01,0.9732112153922283,-0.9732112153922283,0.016000000000000014,-0.026666666666666727,90.95626997947693,-15.0,15.0,-0.6,0.9732112153922283,1192.29,-6.083455000000001,17,12|0|2|-2|1|1|1,3
2026-04-20T18:58:29.882552+00:00,2026-04-20T18:58:29.038385+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,5.0,-15.0,15.0,-1.5584550000000013,-4.6000000000000005,-6.158455000000002,0.64,0.36,0.695425,0.304575,0.63,0.716615,0.35,0.37,3,5,5,4,17,90.9616150856018,-0.6,639.34,1.647384143724392,0.0,lean_no,q_learning,0.16041521159435276,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.64,0.36,0.01,0.01,0.9689836992108075,-0.6949152542372882,0.02400000000000002,-0.040000000000000036,90.9616150856018,-15.0,15.0,-0.6,1.647384143724392,639.34,-6.158455000000002,17,12|0|3|-2|1|1|1,0
2026-04-20T18:58:30.526872+00:00,2026-04-20T18:58:30.046398+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,10.0,-20.0,20.0,-3.3084550000000013,-3.100000000000001,-6.408455000000002,0.655,0.345,0.694024,0.305976,0.645,0.703072,0.335,0.355,3,5,6,4,18,89.95360207557678,-0.8,508.94000000000005,-0.206481509503744,0.0,lean_no,q_learning,0.159613135536381,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.655,0.345,0.01,0.01,-0.21716039590302444,0.47481390144768687,0.0234375,-0.04166666666666674,89.95360207557678,-20.0,20.0,-0.8,-0.206481509503744,508.94000000000005,-6.408455000000002,18,13|0|0|-3|1|1|1,0
2026-04-20T18:58:31.170444+00:00,2026-04-20T18:58:31.043671+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,10.0,-20.0,20.0,-3.3084550000000013,-3.3000000000000003,-6.608455000000001,0.665,0.335,0.701925,0.298075,0.655,0.715662,0.325,0.345,3,5,6,4,18,88.95632910728455,-0.8,1583.3000000000002,-0.5247276295830143,0.0,lean_no,q_learning,0.15881506985869911,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.665,0.335,0.01,0.01,-0.529449260581336,0.5016898235073225,0.0390625,-0.06944444444444431,88.95632910728455,-20.0,20.0,-0.8,-0.5247276295830143,1583.3000000000002,-6.608455000000001,18,13|0|-1|-3|1|1|2,0
2026-04-20T18:58:31.919040+00:00,2026-04-20T18:58:31.107954+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,10.0,-20.0,20.0,-3.3084550000000013,-3.3000000000000003,-6.608455000000001,0.665,0.335,0.720705,0.279295,0.655,0.733184,0.325,0.345,3,5,6,4,18,88.89204597473145,-0.8,2497.99,0.5419874214137185,0.0,lean_no,q_learning,0.15802099450940563,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.665,0.335,0.01,0.01,0.5345572996128378,-0.5290011284171019,0.01526717557251911,-0.02898550724637672,88.89204597473145,-20.0,20.0,-0.8,0.5419874214137185,2497.99,-6.608455000000001,18,13|0|1|-3|1|1|2,0
2026-04-20T18:58:32.557273+00:00,2026-04-20T18:58:32.037233+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,10.0,-20.0,20.0,-3.3084550000000013,-3.3000000000000003,-6.608455000000001,0.665,0.335,0.72056,0.27944,0.655,0.724501,0.325,0.345,3,5,6,4,18,87.96276688575745,-0.8,1719.41,-0.36994487452447355,0.0,neutral,q_learning,0.1572308895368586,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.665,0.335,0.01,0.01,-0.3692587672844093,0.3584174899272216,0.01526717557251911,-0.02898550724637672,87.96276688575745,-20.0,20.0,-0.8,-0.36994487452447355,1719.41,-6.608455000000001,18,13|0|-1|-3|1|1|2,1
2026-04-20T18:58:33.198315+00:00,2026-04-20T18:58:33.056737+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,10.0,-20.0,20.0,-3.3084550000000013,-3.3000000000000003,-6.608455000000001,0.665,0.335,0.747753,0.252247,0.655,0.745905,0.325,0.345,3,5,6,4,18,86.94326305389404,-0.8,1320.22,0.11677606468235248,0.0,defensive,q_learning,0.1564447350891743,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.665,0.335,0.01,0.01,0.11510780646987825,-0.08511654419127729,0.0,0.0,86.94326305389404,-20.0,20.0,-0.8,0.11677606468235248,1320.22,-6.608455000000001,18,13|0|0|-3|1|0|2,4
2026-04-20T18:58:33.835659+00:00,2026-04-20T18:58:33.031549+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,10.0,-20.0,20.0,-3.3084550000000013,-3.5,-6.808455000000001,0.675,0.325,0.737484,0.262516,0.665,0.754482,0.315,0.335,3,5,6,4,18,86.9684510231018,-0.8,1628.42,0.9992446627185011,0.0,lean_no,q_learning,0.15566251141372844,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.675,0.325,0.01,0.01,0.9978903859244586,-0.9978846520437089,0.015037593984962516,-0.02985074626865669,86.9684510231018,-20.0,20.0,-0.8,0.9992446627185011,1628.42,-6.808455000000001,18,13|0|2|-3|1|1|2,0
2026-04-20T18:58:34.566405+00:00,2026-04-20T18:58:34.104619+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,10.0,-20.0,20.0,-3.3084550000000013,-3.7000000000000006,-7.008455000000001,0.685,0.315,0.752334,0.247666,0.675,0.76381,0.305,0.325,3,5,6,4,18,85.89538097381592,-0.8,1680.5900000000001,0.40234115954276944,0.0,neutral,q_learning,0.1548841988566598,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.685,0.315,0.01,0.01,0.40689132357453567,-0.419807073198006,0.014814814814814836,-0.03076923076923077,85.89538097381592,-20.0,20.0,-0.8,0.40234115954276944,1680.5900000000001,-7.008455000000001,18,13|0|1|-3|1|1|2,1
2026-04-20T18:58:35.186401+00:00,2026-04-20T18:58:35.039984+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,10.0,-20.0,20.0,-3.3084550000000013,-3.7000000000000006,-7.008455000000001,0.685,0.315,0.768825,0.231175,0.675,0.780125,0.305,0.325,3,5,6,4,18,84.96001601219177,-0.8,1713.78,0.44221337544067696,0.0,lean_yes,q_learning,0.1541097778623765,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.685,0.315,0.01,0.01,0.4392910136325697,-0.4317151114975209,0.014814814814814836,-0.03076923076923077,84.96001601219177,-20.0,20.0,-0.8,0.44221337544067696,1713.78,-7.008455000000001,18,13|0|1|-3|1|1|2,2
2026-04-20T18:58:35.818295+00:00,2026-04-20T18:58:35.036782+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,10.0,-20.0,20.0,-3.3084550000000013,-3.7000000000000006,-7.008455000000001,0.685,0.315,0.720628,0.279372,0.675,0.722307,0.305,0.325,3,5,6,4,18,84.9632179737091,-0.8,719.0600000000001,-0.48975922148420437,0.0,lean_no,q_learning,0.15333922897306462,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.685,0.315,0.01,0.01,-0.5228688814518543,0.5011521065058459,0.014814814814814836,-0.03076923076923077,84.9632179737091,-20.0,20.0,-0.8,-0.48975922148420437,719.0600000000001,-7.008455000000001,18,13|0|-1|-3|1|1|1,0
2026-04-20T18:58:36.468328+00:00,2026-04-20T18:58:36.054186+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-10.0,10.0,-20.0,20.0,-3.3084550000000013,-3.5,-6.808455000000001,0.675,0.325,0.703187,0.296813,0.675653,0.68,0.32,0.324394,3,5,6,4,18,83.94581389427185,-0.8,1438.88,-1.073147889809491,0.0,lean_no,q_learning,0.1525725328281993,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.675,0.325,0.01,0.01,-0.9735002463661,0.9781997365220916,-0.014598540145985384,0.031746031746031855,83.94581389427185,-20.0,20.0,-0.8,-1.073147889809491,1438.88,-6.808455000000001,18,13|0|-2|-3|1|-1|2,0
2026-04-20T18:58:37.216691+00:00,2026-04-20T18:58:37.041576+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-5.0,5.0,-10.0,10.0,-5.064750000000001,-1.6500000000000001,-6.714750000000001,0.665,0.335,0.66869,0.33131,0.655,0.675,0.325,0.352463,4,5,6,5,20,82.95842409133911,-0.4,1189.68,-0.6953209752826038,0.0,lean_no,q_learning,0.1518096701640583,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.665,0.335,0.01,0.01,-0.7137600689495143,0.7054609953269434,-0.02919708029197088,0.06349206349206349,82.95842409133911,-10.0,10.0,-0.4,-0.6953209752826038,1189.68,-6.714750000000001,20,13|0|-1|-2|1|-1|1,0
2026-04-20T18:58:37.862773+00:00,2026-04-20T18:58:37.041938+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-5.0,5.0,-10.0,10.0,-5.064750000000001,-1.6500000000000001,-6.714750000000001,0.665,0.335,0.687164,0.312836,0.66,0.67,0.33,0.34,4,5,6,5,20,82.95806193351746,-0.4,910.92,-0.5068049728414198,0.0,neutral,q_learning,0.151050621813238,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.665,0.335,0.01,0.01,-0.5092610859034217,0.5076422335114689,-0.02919708029197088,0.06349206349206349,82.95806193351746,-10.0,10.0,-0.4,-0.5068049728414198,910.92,-6.714750000000001,20,13|0|-1|-2|1|-1|1,1
2026-04-20T18:58:38.759108+00:00,2026-04-20T18:58:38.067634+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-5.0,5.0,-10.0,10.0,-5.064750000000001,-1.6500000000000001,-6.714750000000001,0.665,0.335,0.676244,0.323756,0.663451,0.67,0.33,0.336266,4,5,6,5,20,81.93236589431763,-0.4,844.8599999999999,-0.2121115955852933,0.0,lean_no,q_learning,0.15029536870417182,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.665,0.335,0.01,0.01,-0.22922960725075525,0.20091172420342848,0.0,0.0,81.93236589431763,-10.0,10.0,-0.4,-0.2121115955852933,844.8599999999999,-6.714750000000001,20,13|0|0|-2|1|0|1,0
2026-04-20T18:58:39.610374+00:00,2026-04-20T18:58:39.045058+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,-5.0,5.0,-10.0,10.0,-5.064750000000001,-1.6500000000000001,-6.714750000000001,0.665,0.335,0.673579,0.326421,0.66,0.67,0.33,0.34,4,5,6,5,20,80.95494198799133,-0.4,975.31,-0.38902071423078854,0.0,lean_no,q_learning,0.14954389186065095,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.665,0.335,0.01,0.01,-0.4224400236993001,0.3976393209120139,0.0,0.0,80.95494198799133,-10.0,10.0,-0.4,-0.38902071423078854,975.31,-6.714750000000001,20,13|0|-1|-2|1|0|1,0
2026-04-20T18:58:40.339680+00:00,2026-04-20T18:58:40.099691+00:00,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.0,0.0,0.0,0.0,-6.664750000000001,0.0,-6.664750000000001,0.655,0.345,0.626059,0.373941,0.645,0.665,0.335,0.389322,5,5,6,6,22,79.90030908584595,0.0,1057.07,-0.8448930100682838,0.0,lean_no,q_learning,0.1487961724013477,btc-updown-5m-1776711300,0xd255192bd8459e54ae306a690f1622e7a7ce0dd623ba36fd2257e2dd8eb3a7dc,0.655,0.345,0.01,0.01,-0.83276453774604,0.8362092372222795,-0.015037593984962405,0.02985074626865658,79.90030908584595,0.0,0.0,0.0,-0.8448930100682838,1057.07,-6.664750000000001,22,13|0|-2|0|1|-1|1,0
